Status,Rewrite_in_context,Original,Rewrite,Chris: info correct?,Chris: info correct comment
un,"Joel Berti [HEAD] [SEP] Joel Berti ( born December 17 , 1971 ) is an American actor acting coach and photographer . He is best known for his role as William Chandler on MyNetworkTV telenovela, Fashion House. He is the brother of Chiara Jude Berti, born in New York City, New York in 1977, who appeared on Season 3 of Big Brother, for which she created some dramatic content. In 2015, Joel was Lady Gaga's acting coach for American Horror Story: Hotel, where she went on to win the 2016 Golden Globe for best performance in a limited series.","Joel Berti (born December 17, 1971) is an American actor acting coach and photographer.","Joel Berti (born December 17, 1971) is an American actor acting coach and photographer.",,
done,"Mayoral elections in Green Bay, Wisconsin [HEAD] 2011 [SEP] The 2011 Green Bay mayoral election was held February 15 and April 5, 2011 to elect the mayor of Green Bay, Wisconsin. It The 2011 Green Bay mayoral election saw the reelection of incumbent mayor Jim Schmitt . ",It saw the reelection of incumbent mayor Jim Schmitt.,The 2011 Green Bay mayoral election saw the reelection of incumbent mayor Jim Schmitt.,,
done,"Chidorichō Station [HEAD] History [SEP] On August 6 , 1926 , the station Chidorichō Station opened as Keidai Ground - mae Station ( 慶大グラウンド前駅 ) of Ikegami Electric Railway . It was renamed to the present name on January 1, 1936.","On August 6, 1926, the station opened as Keidai Ground-mae Station (慶大グラウンド前駅) of Ikegami Electric Railway.","On August 6, 1926, the Chidorichō Station opened as Keidai Ground-mae Station (慶大グラウンド前駅) of Ikegami Electric Railway.",,
un,"Celeres [HEAD] [SEP] The celeres ( Latin : [ ˈkɛɫ̪ɛre : s ] ) were the bodyguard of the Kings of Rome . Traditionally established by Romulus, the legendary founder and first King of Rome, the celeres comprised three hundred men, ten chosen by each of the curiae. The celeres were the strongest and bravest warriors among the early Roman nobility, and were the bravest and most loyal soldiers in the army. The name of celeres was generally believed to have arisen from their celeritas, or swiftness, but Valerius Antias maintained that their first commander was named ""Celer"", perhaps the same Celer mentioned by Ovid as the foreman of the first fortification built around the Palatine Hill; it was he, rather than Romulus himself, who slew Remus after he overleapt the wall. Unlike most soldiers of the period, who served only in times of war, the celeres were a permanent force, attending the king at all times, including times of peace. They are generally regarded as a cavalry unit, for the Roman kings traveled and fought on horseback, and in his absence the celeres were led by the tribunus celerum, or tribune of the celeres, who doubled as the king's lieutenant and head of the royal household, holding a position analogous to that of the magister equitum under the Roman Republic. However, Dionysius of Halicarnassus states that the celeres fought mounted only where the ground was favourable, dismounting to fight on foot where the ground was unsuitable for cavalry. Numa Pompilius, the second King of Rome, established certain religious rites that the commanders of the celeres were required to perform. The celeres remained the king's bodyguard until the establishment of the Republic in 509 BC. The last tribune of the celeres was Lucius Junius Brutus, the nephew of Lucius Tarquinius Superbus, the seventh and last King of Rome, and it was in his capacity as tribune that he convened the comitia curiata to abrogate the king's imperium, while Tarquin was away, besieging Ardea. There was no equivalent body under the early Republic; Roman magistrates were accompanied by the lictors, who had also been established by Romulus, while generals chose the troops they trusted most to protect them. Toward the end of the Republic, veteran soldiers were selected to serve in the cohors praetoria, or praetorian cohort, which in imperial times became the Praetorian Guard.",The celeres (Latin: [ˈkɛɫ̪ɛre:s]) were the bodyguard of the Kings of Rome.,The celeres (Latin: [ˈkɛɫ̪ɛre:s]) were the bodyguard of the Kings of Rome.,,
un,"Tyngsborough Bridge [HEAD] History [SEP] The Tyngsborough Bridge was constructed in 1931 to replace the wooden Whipple truss bridge . The new bridge was sited alongside but not parallel to the older, starting close the old structure on the eastern side of the river but reaching the western side well both of the old bridge. The Tyngsboro Bridge shares its open, braced rib design with the Boston University Bridge. Starting in 1975 the bridge was rebuilt, but the cost of the construction generated controversy. In November 2005, the bridge was closed again for repairs following reports of structural deficiency. The temporary Mabey Panel Bridge was constructed alongside of the main bridge and repairs on the main bridge began in 2009. The repair operation was contracted out to S & R Corp. for $16.4 million, but eventually cost $19 million by the completion of the project. This was partially due to delays with steel girders failing stress tests, which required re-engineering, and the discovery that the original bridge had been constructed with lead paint which required S & R Corp. to take measures to ensure that the paint chips did not fall into the river below. The repairs took three years to complete with the bridge reopening in 2012.",The Tyngsborough Bridge was constructed in 1931 to replace the wooden Whipple truss bridge.,The Tyngsborough Bridge was constructed in 1931 to replace the wooden Whipple truss bridge.,,
done,"Binary search tree [HEAD] Operations ; Searching [SEP] Searching in a binary search tree for a specific key can be programmed recursively or iteratively. We begin by examining the root node. If the tree is null, the key we are searching for does not exist in the tree. Otherwise, if the key equals that of the root, the search is successful and we return the node. If the key is less than that of the root, we search the left subtree. Similarly, if the key is greater than that of the root, we search the right subtree. This process is repeated until the key is found or the remaining subtree is null. If the searched key is not found after a null subtree is reached, then the key is not present in the tree. This is easily expressed as a recursive algorithm (implemented in Python): The same algorithm can be implemented iteratively: The following interactive version of the search function does not use parent pointers in the node data structure, instead it uses a stack for holding the pointers to the ancestors. This stack is embedded into a larger structure, called traverser. These three examples do not support duplicates, that is, they consider the tree as totally ordered. One can note that the recursive algorithm is tail recursive. In a language supporting tail call optimization, the recursive and iterative examples will compile to equivalent programs. Because in the worst case this algorithm must search from the root of the tree to the leaf farthest from the root, the search operation takes time proportional to the tree’s height (see tree terminology). On average, binary search trees with Nodes keys have O(log |Nodes|) height. However , in In the worst case , binary search trees can have O ( | Nodes | ) height , when the unbalanced tree resembles a linked list ( degenerate tree ) . ","However, in the worst case, binary search trees can have O(|Nodes|) height, when the unbalanced tree resembles a linked list (degenerate tree).","In the worst case, binary search trees can have O(|Nodes|) height, when the unbalanced tree resembles a linked list (degenerate tree).",,
done,"Kenneth Waltz [HEAD] Academic career ; Neorealism [SEP] Waltz's key contribution to the realm of political science is in the creation of neorealism (or structural realism, as he calls it), a theory of international relations that posits that the interaction of sovereign states can be explained by the pressures exerted on them by the anarchic structure of the international system, which limits and constrains their choices. Neorealism thus aims to explain recurring patterns in international relations, such as why relations between Sparta and Athens resembled those between the United States and the Soviet Union in some important ways. Waltz emphasizes repeatedly in the book and elsewhere that he is not creating a theory of foreign policy, which aims to explain the behavior or actions of a particular state at a specific time or throughout a period. For Waltz, neorealism is divided into two branches: defensive and offensive neorealism. Although both branches agree that the structure of the system is what causes states to compete for power, defensive realism posits that most states seek a status quo and limit themselves to concentrate on maintaining the balance of power. Revisionist states are said to be the only states that seek to alter the balance. Offensive neorealism , in contrast to Kenneth Waltz , asserts that nations seek local hegemony over neighboring states to assert authority in local relations with rival states . Waltz argues that contemporary geopolitics exists in a state of international affairs comparable to that of perpetual international anarchy. He distinguishes the anarchy of the international environment from the order of the domestic one. In the domestic realm, all actors may appeal to and be compelled by a central authority, ""the state"" or ""the government,"" but in the international realm, no such source of order exists. The anarchy of international politics, with its lack of a central enforcer, means that states must act in a way that ensures their security above all, or they otherwise risk falling behind. He wrote that is a fundamental fact of political life faced by democracies and dictatorships alike. Except in rare cases, they cannot count on the good will of others to help them and so they must always be ready to fend for themselves. Waltz's usage of the term ""anarchy"" led to a fundamental discursive transformation in international relations, as scholars wrestled with Waltz's ideas. A 2015 study by Jack Donnelly found that the term ""anarchy"" occurred on average 6.9 times in international relations books prior to 1979 but 35.5 times in those afterward. Like most other neorealists, Waltz accepted that globalization poses new challenges to states, but he did not believe that states are being replaced because no other non-state actor can equal the capabilities of the state. Waltz suggested that globalization is a fad of the 1990s, and if anything, the role of the state has expanded its functions in response to global transformations. Neorealism was Waltz's response to what he saw as the deficiencies of classical realism. Although both terms are sometimes used interchangeably, neorealism and realism have a number of fundamental differences. The main distinction between the two theories is that classical realism puts human nature, or the urge to dominate, at the center of its explanation for war, but neorealism stakes a reduced claim on human nature and argues instead that the pressures of anarchy tend to shape outcomes more directly than the human nature of statesmen and diplomats or domestic governmental preferences.","Offensive neorealism, in contrast to Waltz, asserts that nations seek local hegemony over neighboring states to assert authority in local relations with rival states.","Offensive neorealism, in contrast to Kenneth Waltz, asserts that nations seek local hegemony over neighboring states to assert authority in local relations with rival states.",,
un,"History of Korea [HEAD] Three Kingdoms of Korea ; Goguryeo [SEP] Goguryeo was founded in 37 BC by Jumong (posthumously titled as Dongmyeongseong, a royal given title). Later, King Taejo centralized the government. Goguryeo was the first Korean kingdom to adopt Buddhism as the state religion in 372, in King Sosurim's reign. Goguryeo (also spelled as Koguryŏ) was also known as Goryeo (also spelled as Koryŏ), and it eventually became the source of the modern name of Korea. The 3rd and 4th centuries were characterized by territorial competition with the Chinese and Xianbei, resulting in both losses and gains. Goguryeo initiated the Goguryeo–Wei War by attacking a Chinese fortress in 242 in an attempt to cut off Chinese access to its territories in Korea . Cao Wei of the Three Kingdoms of China retaliated by invading and destroying Hwando in 244. This forced the king to flee with Cao Wei in pursuit and broke Goguryeo's rule over the Okjeo and Ye, damaging its economy. The king eventually settled in a new capital, and Goguryeo focused on rebuilding and regaining control. In the early 4th century Goguryeo once again attacked the Chinese (now Sima Jin) to cut off their access to Korea and this time succeeded, and soon afterward conquered Lelang and Daifang ending the Chinese presence in Korea. However Goguryeo's expansion led to confrontation with the rising Xianbeis. The Xianbeis devastated Goguryeo's capital in the mid 4th century and the king retreated. Goguryeo eventually regrouped and began striking back in the late 4th century by King Gogukyang, culminating with the conquests of Gwanggaeto the Great. Goguryeo reached its zenith in the 5th century, becoming a powerful empire and one of the great powers in East Asia, when Gwanggaeto the Great and his son, Jangsu, expanded the country into almost all of Manchuria, parts of Inner Mongolia, parts of Russia, and took the present-day city of Seoul from Baekje. Goguryeo experienced a golden age under Gwanggaeto and Jangsu, who both subdued Baekje and Silla during their times, achieving a brief unification of the Three Kingdoms of Korea and becoming the most dominant power of the Korean peninsula. Jangsu's long reign of 79 years saw the perfecting of Goguryeo's political, economic and other institutional arrangements. Goguryeo was a highly militaristic state; in addition to contesting for control of the Korean Peninsula, Goguryeo had many military conflicts with various Chinese dynasties, most notably the Goguryeo–Sui War, in which Goguryeo defeated a huge force traditionally said to number over a million men, and contributed to the Sui dynasty's fall. In 642, the powerful general Yeon Gaesomun led a coup and gained complete control over Goguryeo. In response, Emperor Tang Taizong of China led a campaign against Goguryeo, but was defeated and retreated. After the death of Tang Taizong, his son Emperor Tang Gaozong allied with the Korean kingdom of Silla and invaded Goguryeo again, but was unable to overcome Goguryeo's stalwart defenses and was defeated in 662. However, Yeon Gaesomun died of a natural cause in 666 and Goguryeo was thrown into chaos and weakened by a succession struggle among his sons and younger brother, with his eldest son defecting to Tang and his younger brother defecting to Silla. The Tang–Silla alliance mounted a fresh invasion in 667, aided by the defector Yeon Namsaeng, and was finally able to conquer Goguryeo in 668.",Goguryeo initiated the Goguryeo–Wei War by attacking a Chinese fortress in 242 in an attempt to cut off Chinese access to its territories in Korea.,Goguryeo initiated the Goguryeo–Wei War by attacking a Chinese fortress in 242 in an attempt to cut off Chinese access to its territories in Korea.,,
done,"Bruce–Dowd–Kennedy House [HEAD] Description and history [SEP] It was built about 1850, and is a one-story, five bay by four bay, double-pile Greek Revival style raised cottage. It has a low-pitched, broadly overhanging hip roof and an attached, full width, hip-roofed porch. The house was expanded twice by rear and side additions built at the turn of the 20th century. It has long been considered the oldest standing house in Carthage. It Bruce–Dowd–Kennedy House was added to the National Register of Historic Places on September 29 , 1980 . ","It was added to the National Register of Historic Places on September 29, 1980.","Bruce–Dowd–Kennedy House was added to the National Register of Historic Places on September 29, 1980.",,
done,"NASCAR Cup Series [HEAD] History ; Winston Cup [SEP] Between 1971 and 2003, NASCAR's premier series was sponsored by R. J. Reynolds Tobacco Company cigarette brand Winston, dubbing it the Winston Cup Series. The series was originally called the Winston Cup Grand National Series before ""Grand National"" was dropped in 1986. In 1971, the Public Health Cigarette Smoking Act banned television advertising of cigarettes. As a result, tobacco companies began to sponsor sporting events as a way to spend their excess advertising dollars and to circumvent the Public Health Cigarette Smoking Act's ban on television advertising. RJR's sponsorship became more controversial in the wake of the 1998 Tobacco Industry Settlement that sharply restricted avenues for tobacco advertising, including sports sponsorships. The changes that resulted from RJR ' s involvement in the series NASCAR Cup Series as well as from the reduction in schedule from 48 to 31 races per year established 1972 as the beginning of NASCAR ' s "" modern era "" . The season was made shorter, and the points system was modified several times during the next four years. Races on dirt tracks and on oval tracks shorter than 250 miles (400 kilometres) were removed from the schedule and transferred to the short-lived NASCAR Grand National East Series, and the remaining races had a minimum prize money of $30,000. NASCAR's founder, Bill France Sr., turned over control of NASCAR to his oldest son, Bill France Jr. In August 1974, France Jr. asked series publicist Bob Latford to design a points system with equal points being awarded for all races regardless of length or prize money. This system ensured that the top drivers would have to compete in all the races in order to become the series champion. This system remained unchanged from 1975 until the Chase for the Championship was instituted in 2004. Since 1982, the Daytona 500 has been the first non-exhibition race of the year. ABC Sports aired partial or full live telecasts of Grand National races from Talladega, North Wilkesboro, Darlington, Charlotte, and Nashville in 1970. Because these events were perceived as less exciting than many Grand National races, ABC abandoned its live coverage. Races were instead broadcast, delayed and edited, on the ABC sports variety show Wide World of Sports. In 1979, the Daytona 500 became the first stock car race that was nationally televised live from flag to flag on CBS. The leaders going into the last lap, Cale Yarborough and Donnie Allison, wrecked on the backstretch while dicing for the lead, allowing Richard Petty to pass them both for the win. Immediately, Yarborough, Allison, and Allison's brother Bobby were engaged in a fistfight on national television. This underlined the drama and emotion of the sport and increased its broadcast marketability. The race coincided with a major snowstorm along the United States' eastern seaboard, successfully introducing the sport to a captive audience. In 1981, an awards banquet began to be held in New York City on the first Friday evening in December. The first banquets were held in the Waldorf-Astoria's Starlight Room and in 1985 were moved to the much larger Grand Ballroom. But in 2001, the banquet portion was dropped in favor of a simpler awards ceremony. And in 2002, the awards ceremony was moved to the Hammerstein Ballroom at the Manhattan Center. However, in 2003, the festivities returned to the Waldorf's Grand Ballroom, and the banquet format was reinstated.","The changes that resulted from RJR's involvement in the series as well as from the reduction in schedule from 48 to 31 races per year established 1972 as the beginning of NASCAR's ""modern era"".","The changes that resulted from RJR's involvement in the NASCAR Cup Series as well as from the reduction in schedule from 48 to 31 races per year established 1972 as the beginning of NASCAR's ""modern era"".",,
un,"Birthday problem [HEAD] Other birthday problems ; Average number of people to get at least one shared birthday [SEP] In an alternative formulation of the birthday problem, one asks the average number of people required to find a pair with the same birthday. If we consider the probability function Pr[n people have at least one shared birthday], this average is determining the mean of the distribution, as opposed to the customary formulation, which asks for the median. The problem is relevant to several hashing algorithms analyzed by Donald Knuth in his book The Art of Computer Programming. It may be shown that if one samples uniformly, with replacement, from a population of size M, the number of trials required for the first repeated sampling of some individual has expected value n = 1 + Q(M), where has been studied by Srinivasa Ramanujan and has asymptotic expansion: With M = 365 days in a year, the average number of people required to find a pair with the same birthday is n = 1 + Q(M) ≈ 24.61659, somewhat more than 23, the number required for a 50% chance. In the best case, two people will suffice; at worst, the maximum possible number of M + 1 = 366 people is needed; but on average, only 25 people are required An analysis using indicator random variables can provide a simpler but approximate analysis of this problem. For each pair (i, j) for k people in a room, we define the indicator random variable Xij, for 



1
≤
i
≤
j
≤
k


{\displaystyle 1\leq i\leq j\leq k}

, by X

i
j





=
I
{

person 

i

 and person 

j

 have the same birthday

}






=


{



1
,



if person 

i

 and person 

j

 have the same birthday;





0
,



otherwise. {\displaystyle {\begin{alignedat}{2}X_{ij}&=I\{{\text{person }}i{\text{ and person }}j{\text{ have the same birthday}}\}\\&={\begin{cases}1,&{\text{if person }}i{\text{ and person }}j{\text{ have the same birthday;}}\\0,&{\text{otherwise. }}\end{cases}}\end{alignedat}}} E
[

X

i
j


]



=
Pr
{

person 

i

 and person 

j

 have the same birthday

}






=
1

/

n






{\displaystyle {\begin{alignedat}{2}E[X_{ij}]&=\Pr\{{\text{person }}i{\text{ and person }}j{\text{ have the same birthday}}\}\\&=1/n\end{alignedat}}} Let X be a random variable counting the pairs of individuals with the same birthday. X = ∑ i = 1 k ∑ j = i + 1 k X i j { \ displaystyle X = \ sum _ { i = 1 } ^ { k } \ sum _ { j = i + 1 } ^ { k } X _ { ij } } E
[
X
]



=

∑

i
=
1


k



∑

j
=
i
+
1


k


E
[

X

i
j


]






=



(


k
2


)





1
n








=



k
(
k
−
1
)


2
n









{\displaystyle {\begin{alignedat}{3}E[X]&=\sum _{i=1}^{k}\sum _{j=i+1}^{k}E[X_{ij}]\\&={\binom {k}{2}}{\frac {1}{n}}\\&={\frac {k(k-1)}{2n}}\\\end{alignedat}}} For n = 365, if k = 28, the expected number of with the same birthday is 



(
28
⋅
27
)

/

(
2
⋅
365
)
≈
1.0356. {\displaystyle (28\cdot 27)/(2\cdot 365)\approx 1.0356.} Therefore, we can expect at least one matching pair with at least 28 people. An informal demonstration of the problem can be made from the list of Prime Ministers of Australia, of which there have been 29 as of 2017, in which Paul Keating, the 24th prime minister, and Edmund Barton, the first prime minister, share the same birthday, 18 January.","X
=

∑

i
=
1


k



∑

j
=
i
+
1


k



X

i
j




{\displaystyle X=\sum _{i=1}^{k}\sum _{j=i+1}^{k}X_{ij}}","X
=

∑

i
=
1


k



∑

j
=
i
+
1


k



X

i
j




{\displaystyle X=\sum _{i=1}^{k}\sum _{j=i+1}^{k}X_{ij}}",,
done,"Dabangg 2 [HEAD] Critical reception [SEP] Aniruddha Guha also of DNA India rated the film 2 out of 5 stars and called it ""wannabe-Dabangg"". After giving it a 2 out of 5 stars, the Daily Bhaskar panned Dabangg 2 by saying ""you'd feel like a moron spending the last day on planet Earth filling your mind and lowering your IQ with rubbish like this"". Business of Cinema gave the film 2 out of 5 stars and said it was a copy of the original and offered nothing new. Reuters gave it a negative review and raised objections to the content and said the film ""objectified women in the worst way possible"". Sanjukta Sharma from Live Mint (The Wall Street Journal) said ""Dabangg 2 is a disappointment. It had nothing to keep me engaged"". IGN gave the film 4.5 out of 10 stars and criticized the weak script and direction. Mufaddal Fakhruddin wrote, ""the screenplay and script are majorly lacking, and whatever story it does have is stretched out in a way that it becomes blatantly obvious. There were a number of times where I went, ""why did I just watch this scene?"". Dabangg 2 felt lost. They say not all those who wander are lost, but Dabangg 2 actually is. Digital Spy gave the film 2 out of 5 stars and objected to the content. Priya Joshi wrote, ""Khan revels in the shameless display of narcissism, but there is little to commend the performance. The dialog in the film Dabangg 2 is trite , there is no depth to the characters , and most of the effort has been applied to the elaborate fight sequences . With the emphasis on violence and the objectifying of women, it's a step back in time, where the women are either dutiful, temple-going housewives or cleavage-baring prostitutes"". Joshi recommended skipping the film and added instead of watching it, we could ""use the time, perhaps more wisely, pondering whether we have enough brussels for Christmas dinner"". Asian review website Wogma rated the film 1.18 out of 5 and criticized all aspects, from direction to performances by the lead actors. The reviewer broke down the rating of the film and gave ""1 out of 5 for direction, 1 out of 5 for the story, 1 out of 5 for lead actors performances, 2 out of 5 for character artists, 2 out of 5 for dialogues, 1 out of 5 for screenplay, 1.5 out of 5 for the music, and 1 out of 5 for lyrics"". Simon Abrams of The Village Voice said ""before they really screw up [the film], Dabangg 2's creators do a good job of not taking themselves too seriously"". Trisha Gupta from First Post International said the film was a rehash of Dabangg. Instead of giving a review, the New York Daily Times objected to the content of the film. Quoting William Nicholas Gomes, a visiting fellow at the University of York, they said Dabangg 2 ""glorified the practice of torture by police forces"" and would ""raise wider public support in favour of torture and ill treatment [of prisoners] in custody"".","The dialog is trite, there is no depth to the characters, and most of the effort has been applied to the elaborate fight sequences.","The dialog in the film Dabangg 2 is trite, there is no depth to the characters, and most of the effort has been applied to the elaborate fight sequences.",,
un,"Count Pahlen (horse) [HEAD] Racing career ; 1983 & 1984: later career [SEP] Count Pahlen was bought by Dogwood Stable and was sent to race in North America where he was trained by William Curtis , Jr . He made no impact in 1983, finishing second once and third once in eleven attempts in allowance races. He won an allowance at Fair Grounds Race Course on his first appearance of 1984, but finished no better than third in twelve subsequent races.","Count Pahlen was bought by Dogwood Stable and was sent to race in North America where he was trained by William Curtis, Jr.","Count Pahlen was bought by Dogwood Stable and was sent to race in North America where he was trained by William Curtis, Jr.",,
un,"Shahumyan Province [HEAD] History [SEP] In antiquity the territory was a part of Artsakh; in the Middle Ages it was part of the principality of Khachen; in the 17th and 18th centuries, the territory formed part of Melik-Abovian dynasty's melikdom of Gulistan, with its capital in the fortress of that name. During Soviet times the area was renamed after the Armenian Bolshevik Stepan Shahumyan, its administrative centre taking the same name. By the 1990s the population of the Shahumyan district was mostly Armenian by language and ethnicity, though the area was not included within the boundaries of the Nagorno-Karabakh Autonomous Oblast. In the spring/summer of 1991, Soviet general secretary Mikhail Gorbachev ordered Operation Ring in which the Soviet Red Army and Azerbaijani OMON surrounded some of the area's Armenian villages (notably Getashen and Martunashen in the neighboring Khanlar District of Azerbaijan SSR) and deported their inhabitants to Armenia. Approximately 17 , 000 Armenians living in Shahumyan ' s 23 villages were deported out of the region . The operation involved the use of ground troops, military, armored vehicles and artillery. The deportations of the Armenian civilians were carried out with gross human rights violations documented by international human rights organizations. The town of Shahumyan was renamed by Azerbaijan to Aşağı Ağcakənd in 1992 and has been partially repopulated by ethnic Azerbaijanis, most of whom are internally displaced persons who were deported from Nagorno-Karabakh and surrounding districts. As part of an agreement that ended the 2020 Nagorno-Karabakh War the town of Kalbajar/Karvachar and its surrounding district was initially to be returned to Azerbaijani control by 15 November 2020, but this deadline was subsequently extended to 25 November 2020. In the early hours of November 25, Azerbaijani forces entered the region, it was the second region to be returned to Azerbaijan per the ceasefire agreement after one of Aghdam/Agdam.","Approximately 17,000 Armenians living in Shahumyan's 23 villages were deported out of the region.","Approximately 17,000 Armenians living in Shahumyan's 23 villages were deported out of the region.",,
done,"Sutherland Dock [HEAD] Heritage listing [SEP] Sutherland Dock was listed on the Australian Commonwealth Heritage List on 22 June 2004 having satisfied the following criteria. Sutherland Dock, completed in 1890, has a direct and lengthy association with NSW's maritime history, Australia's naval relationship with its allies, and Australia's naval development, particularly during the First and Second World Wars. It is one of the nation's most important former graving docks and has great historical significance. The enlargement of the dock Sutherland Dock over time reflects the development in warship construction , and shipbuilding more generally , during the early twentieth century . Criterion D: Characteristic values Sutherland Dock is important as an example of a nineteenth century harbour facility of this type. Criterion E: Aesthetic characteristics Sutherland Dock is a major element of Cockatoo Island's built landscape, a key foreshore element on the island, and, contributing strongly to the island's maritime associations and atmosphere, it has considerable aesthetic value. Criterion F: Technical achievement At the time of its opening, Sutherland was said to be the biggest dry dock in the world. It was one of Australia's greatest engineering projects (and remained the nation's largest dry dock until 1945), and therefore has considerable technological significance. It also reflects good design and construction qualities. Further, the original caisson and its distinctive mechanism are still extant.","The enlargement of the dock over time reflects the development in warship construction, and shipbuilding more generally, during the early twentieth century.","The enlargement of Sutherland Dock over time reflects the development in warship construction, and shipbuilding more generally, during the early twentieth century.",,
done,"Molde FK [HEAD] Stadiums [SEP] Molde's current stadium is the Aker Stadion, formerly known as Molde Stadion, located at Reknes, by the seashore of central Molde. The 212 million kr cost of the Aker Stadion was mostly paid for by investor Kjell Inge Røkke , after whom the ground has been nicknamed "" Røkkeløkka "" . The official name of the new stadium was Molde Stadion until 3 May 2006, when the stadium name changed to Aker Stadion following a sponsorship deal with Røkke's company Aker. The stadium was inaugurated on 18 April 1998, when the stadium was officially opened by Prime Minister and Molde fan Kjell Magne Bondevik. In the opening match, Molde defeated Lillestrøm 4–0 in their first home match of the season, attracting 13,010 spectators. Tommy Berntsen scored the first goal on Aker Stadion with an own goal, while Daniel Berg Hestad was the first Molde player to score a goal at the new stadium. The all-time attendance record was set on 26 September when Molde hosted Rosenborg in front of 13,308 people. When Molde qualified for the 1999–2000 UEFA Champions League group stage, the stadium was converted to an all-seater, with seats being installed on the lower sections of the short end stands. This reduced the attendance capacity permanently because the club chose not to remove the seats afterwards. Today the capacity of Aker Stadion is 11,249. Before moving to Aker Stadion in the beginning of the 1998 season, Molde had been playing their home matches at Molde Idrettspark (at the time called Molde stadion), a municipal-owned multi-use venue, since 1955. Molde Idrettspark was inaugurated on 28 August 1955, when Kristiansund was defeated 1–0. About 2,500 spectators attended the inaugural match. The first top-tier league match was played here on 28 July 1957, when Molde managed a 1–1 draw against Sandefjord in the first round of 1957–58 Norwegian Main League. When Molde earned a promotion to the 1974 1. divisjon, the main stand was expanded. The unsurpassed record attendance at Molde Idrettspark is 14,615 in a match against Moss in 1987. Today, Molde Idrettspark is used by Træff and Molde 2.","The 212 million kr cost was mostly paid for by investor Kjell Inge Røkke, after whom the ground has been nicknamed ""Røkkeløkka"".","The 212 million kr cost of the Aker Stadion was mostly paid for by investor Kjell Inge Røkke, after whom the ground has been nicknamed ""Røkkeløkka"".",,
done,"Continuity thesis [HEAD] Franklin and Pasnau [SEP] More recently the Australian mathematician and historian of science James Franklin has argued that the idea of a European Renaissance is a myth. He characterizes the myth as the view that around the 15th century: He claims that the Renaissance was in fact a period when thought declined significantly, bringing to an end a period of advance in the late Middle Ages, and that the twelfth century was the ""real, true, and unqualified renaissance"". For example, the rediscovery of ancient knowledge, which the later Italian humanists claimed for themselves, was actually accomplished in the 12th century. Franklin cites many examples of scientific advances in the medieval period that predate or anticipate later 'discoveries'. For example, the first advances in geometrical optics and mechanics were in the 12th century. The first steps in understanding motion, and continuous variation in general, occurred in the 14th century with the work of the scientists of the Merton School, at Oxford in the 1330s and 1340s. (Franklin notes that there is no phrase in ancient Greek or Latin equivalent to ""kilometres per hour""). Nicole Oresme, who wrote on theology and money, devoted much of his effort to science and mathematics and invented graphs, was the first to perform calculations involving probability, and the first to compare the workings of the universe to a clock. James Franklin emphasises how much of later thought , not only in science , was built on a foundation of revived scholasticism , not Renaissance humanism . But little of importance occurs in any other branches of science in the two centuries between Oresme and Copernicus. Like other historians of this period, Franklin attributes the decline to the plague of 1348–1350, (the black death), which killed a third of the people in Europe. Johan Huizinga's examination of this period, The Waning of the Middle Ages, suggests a tendency towards elaborate theory of signs, which Franklin compares with the degeneracy of modern Marxism. He cites the late Renaissance naturalist Aldrovandi, who considered his account of the snake incomplete until he had treated it in its anatomical, heraldic, allegorical, medicinal, anecdotal, historical and mythical aspects. He marks the 15th century as coinciding with the decline of literature. Chaucer died in 1400; the next writers that are widely read are Erasmus, More, Rabelais and Machiavelli, just after 1500. ""It is hard to think of any writer in English between Chaucer and Spenser who is now read even by the most enthusiastic students.The gap is almost two hundred years."" He points to the development of astrology and alchemy in the heyday of the Renaissance. Franklin concedes that in painting the Renaissance really did excel, but that unfortunately the artistic skill of the Renaissance concealed its incompetence in anything else. He cites Da Vinci, who was supposed to be good at everything, but who on examination, ""had nothing of importance to say on most subjects"". (A standard history of mathematics, according to Franklin (E. T. Bell's The Development of Mathematics, 1940), says that ""Leonardo's published jottings on mathematics are trivial, even puerile, and show no mathematical talent whatever."") The invention of printing he compares to television, which produced ""a flood of drivel catering to the lowest common denominator of the paying public, plus a quantity of propaganda paid for by the sponsors"". The philosopher and historian Robert Pasnau makes a similar, but more extreme claim that ""modernity came in the late twelfth century, with Averroes' magisterial revival of Aristotle and its almost immediate embrace by the Latin West.""","Franklin emphasises how much of later thought, not only in science, was built on a foundation of revived scholasticism, not Renaissance humanism.","James Franklin emphasises how much of later thought, not only in science, was built on a foundation of revived scholasticism, not Renaissance humanism.",,
